DP1	DP2	DPtotal
4695	189	4884
4674	99	4801
6426	158	6743
6746	84	6835
6515	256	7018
6959	58	7022
5099	2277	7450
7482	231	7718
7265	655	7924
8144	172	8316
8823	177	9001
8797	172	8972
9017	97	9117
5245	1897	7147
6741	133	6883
6294	159	6458
6030	100	6135
6143	453	6597
6082	157	6240
7260	93	7357
5348	2325	7674
7628	71	7703
7678	119	7803
673	7727	8481
9269	547	9826
10131	157	10294
10481	144	10631
10195	536	10742
12324	100	12441
12891	92	12994
4645	9317	13965
12684	993	13685
12966	415	13384
10444	2748	13196
3877	9184	13205
4240	8195	12509
3694	7765	11598
10435	130	10574
1386	9002	10392
10389	112	10504
10110	214	10328
9482	282	9769
7977	88	8080
7737	84	7825
7343	78	7426
7272	95	7371
6766	68	6838
4947	1478	6434
4791	1391	6189
6046	104	6154
5838	48	5891
5541	61	5606
5132	102	5240
5050	43	5108
4722	530	5262
5079	372	5458
5840	65	5912
6282	80	6373
6168	236	6408
6046	442	6490
6402	439	6849
6710	188	6902
7004	169	7177
7063	104	7172
6763	247	7011
6817	134	6954
6041	882	6927
5183	1319	6514
4650	1758	6413
1238	4601	5841
5151	79	5232
4786	90	4876
4767	90	4858
4526	52	4583
4048	1724	5777
5913	126	6043
6124	53	6178
5927	202	6133
5638	122	5764
4892	296	5188
8168	371	8554
9758	230	9990
11650	1137	12791
7249	2778	10029
8952	507	9461
7211	97	7349
7711	208	7938
7606	178	7836
7399	118	7660
7512	100	7651
6646	107	6765
7594	133	7736
7559	133	7701
7418	216	7638
7490	153	7649
7487	147	7636
6854	711	7569
6898	115	7023
6625	373	7005
4325	92	4442
88	4466	4559
4338	208	4721
4659	80	4741
4509	251	4762
4537	280	4825
4684	289	4976
3617	1528	5151
103	5142	5249
5267	84	5359
4437	1096	5536
5329	369	6070
5585	41	5627
2899	2384	5288
8707	871	9586
10509	88	10602
10417	244	10673
10253	86	10342
9451	854	10310
9027	186	9229
8405	468	8875
7034	61	7100
6714	255	6974
6656	81	6743
4844	144	4990
4937	102	5040
4845	194	5040
5013	43	5057
4980	54	5036
4935	60	5000
3640	1210	4851
4668	170	4848
4723	43	4766
645	4101	4751
4527	194	4723
3124	1520	4689
3153	1504	4659
4342	357	4701
5244	142	5388
5824	101	5935
6457	148	6623
6402	504	6910
6650	128	6784
6288	384	6673
6189	495	6699
1191	4735	6091
5831	156	5988
4696	125	4825
4690	136	4827
4638	142	4782
5426	155	5587
5550	34	5587
5391	98	5490
3455	1998	5453
3820	69	3957
3967	120	4095
3750	62	3828
4109	629	4743
4451	297	4844
5076	76	5166
1280	4179	5553
6153	167	6320
6323	156	6482
6790	168	6965
6879	330	7212
7429	265	7697
7707	142	7852
7627	150	7786
7275	130	7407
1206	3778	4986
6625	169	6799
6949	478	7429
7356	89	7451
7390	99	7496
7295	118	7421
6101	115	6220
5162	341	5504
6487	200	6692
6365	428	6795
6622	84	6791
6435	212	6787
5484	1387	6879
6773	104	6879
6147	340	6492
6347	94	6443
6117	284	6405
6074	97	6173
6401	149	6555
7328	391	7720
7242	249	7662
7418	60	7482
7036	188	7231
5874	145	6030
5461	419	5886
2767	4041	6809
7188	347	7554
7782	188	7971
5115	2829	7957
7732	350	8091
9341	90	9442
8720	935	9658
9444	1167	10618
10399	252	10660
10182	410	10601
9879	478	10360
4553	5434	9994
6118	2677	8802
8352	160	8516
6332	175	6510
8100	211	8319
8100	218	8319
8434	334	8770
7805	1330	9144
7555	1954	9525
9970	193	10166
9865	210	10183
9473	447	9923
4863	4714	9580
10367	280	10658
8473	177	8652
7108	474	7591
9939	77	10089
10292	264	10564
10421	173	10607
10253	262	10520
9548	1087	10653
7168	165	7336
6451	34	6490
6283	253	6538
6469	101	6583
6328	93	6505
5478	762	6455
5453	193	5765
5115	335	5453
1956	2571	4532
9059	237	9300
8991	241	9244
8503	1364	9872
9634	306	9978
13630	191	13827
13565	340	13949
14453	161	14815
13185	1550	14741
17031	394	17492
18472	203	18737
18577	827	19538
20131	245	20428
18911	1366	21269
20092	672	21446
14416	7477	21933
20711	851	21597
21314	234	21585
21103	646	21783
18047	843	18920
18208	236	18468
16255	1946	18223
15784	588	16381
14439	148	14622
12349	312	12805
10782	280	11081
10892	223	11127
10552	418	10973
10301	106	10464
9582	145	9741
8829	347	9183
8632	363	9028
8904	88	9001
8377	119	8498
4551	78	4655
4635	172	4817
4775	64	4841
4889	110	4999
5044	70	5114
5205	45	5257
5349	107	5459
12694	281	13043
13921	301	14230
11953	177	12152
10535	307	10850
9398	411	9809
7511	70	7592
7215	313	7543
6580	72	6683
5918	58	5984
4794	341	5141
4688	343	5053
4770	42	4813
4548	103	4654
4369	41	4411
4299	45	4355
9728	182	9916
11191	162	11361
7389	127	7518
3439	102	3571
3881	68	3974
3915	215	4138
2898	1598	4503
4386	293	4681
4560	115	4677
4554	135	4691
4365	224	4715
4384	535	4922
4770	194	4967
4845	151	5203
5005	183	5191
6191	290	6487
7296	89	7393
7780	511	8292
7361	977	8342
8123	231	8362
7726	293	8023
7622	506	8132
7871	323	8199
7604	276	7883
6959	658	7619
6976	237	7215
6580	204	6786
5619	916	6547
5840	251	6094
5666	360	6030
5391	267	5664
5419	164	5587
5033	244	5445
5067	150	5270
4899	1170	6074
5768	42	5810
4577	50	4627
4259	632	4896
4656	388	5047
4310	656	4967
4886	204	5093
5187	61	5250
5106	220	5330
5464	69	5536
5449	476	5927
2724	3619	6351
3679	2889	6573
6291	247	6766
6548	309	6857
6941	148	7096
7025	79	7108
7151	82	7238
7590	352	7945
7077	1008	8089
7849	315	8167
8049	97	8151
7197	809	8011
7513	743	8257
7838	173	8016
6075	1784	8033
5087	2684	7780
7090	381	7473
5359	1948	7309
4359	386	4747
3620	2246	5870
6955	135	7090
6958	56	7014
7017	53	7073
6821	54	6876
6007	839	6852
6508	117	6626
5819	208	6033
3105	4934	8049
3500	4784	8305
8693	94	8790
8462	378	8843
8691	124	8818
2019	6264	8289
7508	288	7798
7460	152	7613
7309	236	7548
42	5127	5170
5120	55	5175
5235	51	5289
5643	70	5720
6002	257	6261
6871	1433	8309
8115	168	8288
6768	145	6921
6214	400	6615
6588	79	6668
5933	86	6022
6006	233	6243
7094	80	7174
6819	215	7048
6854	109	6982
7095	123	7230
5992	1259	7251
6373	87	6466
4667	282	4951
5256	152	5421
5196	154	5350
5077	208	5445
4649	816	5475
5611	271	5889
5730	103	5833
5174	107	5285
4943	182	5130
6851	933	7789
8026	80	8110
7966	587	8569
8369	424	8798
8467	190	8719
8125	263	8394
7140	1118	8265
7649	87	7746
5987	1586	7579
6083	131	6219
6790	204	6996
6315	397	6993
8153	367	8529
8683	225	8912
8411	511	8926
8732	187	8923
8957	406	9369
1513	9521	11063
10632	452	11096
10457	520	10989
9959	701	10668
10403	318	10735
9956	461	10494
10238	121	10435
10552	86	10715
9980	243	10297
9562	231	9874
9163	228	9395
8914	110	9029
8921	151	9076
8673	217	8894
8756	106	8864
8139	696	8841
8761	185	8953
8377	387	8767
8297	386	8687
8354	102	8456
7674	132	7808
8224	3070	11298
9827	1386	11218
4453	122	4579
4338	239	4578
4392	306	4728
4733	44	4777
4699	152	4855
4713	107	4821
4714	126	4841
4732	49	4782
4295	292	4590
4501	69	4594
4370	72	4462
4272	83	4369
6341	253	6595
7137	271	7409
5822	1545	7370
4558	111	4675
4641	89	4732
4978	63	5047
137	5099	5236
5401	86	5490
5283	263	5550
5479	99	5580
5265	170	5534
4968	147	5118
5833	91	5930
5836	229	6070
6616	100	6745
6649	139	6798
6398	385	6814
6514	274	6793
6576	136	6783
6667	169	6919
6630	335	6967
6108	831	6944
1934	4977	6913
2198	4699	6902
6928	327	7257
7203	125	7329
4492	2788	7287
5831	1651	7485
7404	131	7536
7345	348	7696
7466	187	7653
4509	3068	7582
6546	146	6696
4913	50	4964
5026	103	5129
5134	105	5275
4770	154	5332
4964	280	5381
5503	103	5608
4937	713	5655
5620	80	5702
6026	45	6077
6323	85	6415
6244	141	6446
6396	80	6476
6624	58	6688
6746	68	6817
6835	83	6922
6954	104	7064
5006	1870	7087
7057	64	7144
7022	174	7206
6949	159	7112
7055	189	7248
6711	119	6840
6566	223	6793
6095	468	6567
6387	76	6463
5641	785	6429
5996	418	6423
6080	159	6243
6139	142	6286
9329	269	9603
9969	113	10090
8546	1605	10158
3223	7402	10632
10620	263	10887
10679	288	10971
6635	3820	10459
9623	443	10068
5703	4013	9829
5799	3730	9531
8938	543	9486
9042	106	9164
6823	1818	8642
5401	514	5916
6178	1481	7664
7940	370	8311
8771	371	9146
5656	5671	11332
10181	415	10602
3006	6449	9460
9394	65	9464
8926	385	9315
8678	463	9148
8015	933	8954
7963	984	8953
7047	378	7432
6993	380	7377
5562	356	6267
8319	85	8407
8589	97	8698
8600	369	8977
9524	128	9663
9283	520	9807
8736	1166	9905
9418	246	9827
8829	900	9740
8854	828	9685
9239	465	9708
9359	146	9515
9465	145	9613
8714	105	8823
7955	182	8139
7892	193	8090
7553	132	7690
4991	384	5383
3866	817	4692
4386	465	4853
3271	1993	5378
5079	1317	6399
2986	4327	7317
7398	98	7500
6618	949	7567
7483	149	7643
5471	1716	7192
4505	2131	6643
5758	312	6333
3847	1783	5634
7758	109	7874
7835	372	8209
5040	3174	8217
8159	132	8291
8104	111	8218
8180	74	8256
8262	167	8431
6891	488	7382
5174	65	5242
5217	101	5322
5777	209	5989
5937	95	6045
5480	431	5949
6266	98	6423
6155	212	6372
6042	182	6230
5743	353	6097
5744	369	6116
6008	149	6163
5637	359	6000
5734	272	6009
5653	367	6022
5922	107	6031
5790	230	6023
3411	157	3572
3505	77	3584
3611	52	3667
3505	194	3701
3433	103	3541
5462	1013	6476
6343	74	6420
4874	1336	6215
5773	335	6119
5160	272	5452
5116	52	5169
4408	717	5129
4707	60	4772
4418	365	4785
4022	732	4755
3784	1134	4922
4901	42	4946
4187	764	4952
4871	74	4946
4717	100	4818
4746	95	4844
4733	98	4833
4776	68	4847
5656	142	5802
5600	455	6062
4859	991	6327
6027	370	7410
6228	154	7393
7314	277	7600
7454	245	7797
9131	219	9353
9274	267	9556
9655	321	9984
9605	327	9936
10805	182	10997
10685	397	11085
8286	862	9291
6847	617	7544
5159	67	5229
4623	173	4800
4243	30	4273
5015	60	5075
4847	352	5204
5080	217	5297
5510	56	5569
5353	381	5735
5659	121	5782
5716	66	5786
5614	118	5738
4770	128	4902
4287	447	4735
4315	110	4427
6683	78	6765
6239	550	6794
6286	391	6679
3636	2783	6423
6327	85	6414
6026	232	6258
5667	535	6204
5595	77	5684
5183	64	5258
8093	267	8361
8445	369	8827
8512	555	9073
8592	229	8825
7177	150	7331
6555	748	7321
7175	67	7296
5425	148	5746
6057	73	6253
6150	68	6399
6496	54	6776
6532	134	6849
6065	577	6936
6719	115	7015
6563	430	7169
4730	2384	7290
8199	132	8471
7656	944	8746
7964	809	9389
8885	167	9665
7156	3042	10203
10344	178	10524
10199	164	10365
7884	3542	11440
10022	1367	11391
11594	221	11823
12557	282	12850
12739	505	13263
13319	1198	14761
14180	1243	15428
15103	367	15477
8427	5955	15099
13808	490	14302
13707	693	14420
13920	257	14177
13638	234	13883
13055	279	13337
11828	170	12008
11757	169	11935
8120	76	8263
8037	131	8168
3776	2720	6497
5452	1557	7015
7835	2454	10298
10208	118	10330
10077	313	10393
9462	541	10007
9734	165	9907
6803	1414	8228
7985	162	8163
7511	147	7661
5775	1198	7503
6192	1249	7443
7249	178	7432
6218	130	6355
5482	219	5712
5303	198	5501
6060	74	6150
5616	227	5852
5253	448	5717
5463	149	5674
5184	52	5238
2775	2575	5350
4684	668	5353
5198	166	5365
3449	1890	5345
2989	2380	5374
2841	2607	5449
6187	204	6392
3822	2334	6462
4932	2496	7434
7611	517	8131
440	8249	8701
336	8231	8568
213	8218	8445
7530	384	7917
6710	540	7255
6654	577	7242
6800	120	6922
6347	544	6892
5751	612	6364
5600	461	6064
6331	76	6442
6852	98	6983
6939	102	7123
7469	77	7584
7554	165	7764
7625	195	8114
8376	230	8770
8507	170	8844
8571	323	9024
9016	255	9344
8267	544	9561
9676	99	9879
9831	197	10127
9773	303	10222
10299	86	10519
10104	421	10696
8749	1958	10859
10484	468	11096
10987	197	11446
11184	361	11714
11234	520	11994
11879	182	12138
11989	353	12474
13367	299	13777
12883	723	13786
13425	431	14365
14396	348	15248
14164	597	15349
15457	199	15791
15259	797	16765
16337	498	17034
16455	451	16941
14896	1927	17037
16415	828	17399
17745	596	18687
19237	509	19877
19297	609	20372
20128	457	20936
19421	720	20969
19868	967	21483
20998	439	21764
21010	575	21882
20487	426	21430
17713	3666	21718
20793	775	21787
20880	440	21725
20191	598	21116
19120	991	20631
19808	350	20281
19473	409	20149
19831	453	20415
18374	1426	20025
18505	724	19894
19196	239	19975
18253	804	19762
17426	956	19132
18289	549	19087
18221	387	18650
15686	2566	18505
17515	874	18579
17582	595	18523
17338	364	17874
16823	475	17465
16844	265	17337
16579	420	17307
16516	345	17152
15708	658	16907
16426	256	16779
15434	763	16547
15818	286	16396
15496	537	16160
14632	264	15236
13169	791	14662
13736	299	14169
13206	211	13498
12974	248	13525
12860	333	13301
12555	241	13022
11611	267	12105
10736	309	11155
9461	566	10727
9505	326	10047
9381	378	9910
7863	1523	9536
9022	248	9363
8850	165	9165
7695	277	8115
6952	376	7506
6843	136	7012
6428	138	6660
6433	118	6615
6327	204	6589
5759	516	6323
7213	132	7346
7046	360	7426
6982	426	7415
7225	245	7476
8023	363	8668
8387	280	8675
8530	354	8892
8975	338	9315
9153	140	9308
9756	208	10068
9671	232	10060
1843	8055	10029
9999	188	10399
204	10026	10368
9243	707	10537
8307	2293	10637
10501	342	10848
795	10187	10988
9805	953	10765
10387	501	10891
10108	138	10249
9499	441	10144
9829	113	10022
9429	530	9964
9045	674	9809
9468	210	9694
9039	361	9409
9257	99	9433
8722	209	8935
7932	1011	8950
8836	167	9009
5602	3281	8889
7074	281	7361
6931	76	7012
4406	2494	6901
4864	65	4930
4823	102	4925
3821	968	4790
4394	88	4484
5712	138	5858
5821	312	6134
6431	148	6582
6329	292	6622
6406	177	6585
6145	192	6341
6144	203	6350
6105	216	6328
5555	146	5734
5366	191	5602
5555	85	5664
4209	231	4443
4117	298	4415
4072	350	4426
9447	301	9752
11055	471	11891
15386	597	15991
17051	356	17415
18629	1523	20166
15348	1037	16396
14172	1052	15236
6833	359	7242
6726	107	7097
6217	380	6866
6796	91	6960
6290	60	6383
6150	52	6212
5988	62	6072
5939	28	5995
5670	87	5778
5496	34	5572
5581	172	5805
5744	175	5924
6231	147	6382
6854	95	6952
7016	142	7215
7191	67	7262
7043	371	7474
5827	378	6557
6295	67	6364
5984	73	6188
5822	163	6118
5762	53	5944
7855	80	7937
7756	199	7958
6973	184	7163
7641	133	7777
7528	223	7760
6919	881	7805
7721	346	8071
630	7305	7939
5192	2026	7220
7073	134	7212
5397	815	6347
4422	2024	6451
6398	81	6483
6213	280	6504
3441	3059	6511
5926	601	6532
3451	3042	6499
6426	59	6492
6340	56	6399
2017	3983	6001
4879	1421	6303
6266	236	6514
6270	294	6566
6076	474	6555
6504	67	6572
6485	64	6551
6306	84	6396
5428	840	6272
5888	776	6665
6801	208	7012
6769	72	6844
6362	163	6528
6444	97	6543
6312	311	6623
6414	107	6528
5226	135	5366
5701	50	5753
5139	142	5301
4221	132	4353
6188	136	6330
8517	92	8616
8952	279	9237
3352	5962	9436
8496	110	8640
3518	5065	8619
7786	721	8526
6517	2365	8935
9074	172	9262
8625	191	8911
8380	72	9028
8685	156	8854
8277	481	8851
8193	764	8966
8702	155	8876
8212	352	8896
8718	86	8818
9174	254	9443
7541	1635	9190
9461	187	9660
9487	175	9681
9344	160	9512
9600	196	9806
9234	176	9418
7541	1550	9346
9394	248	9659
9574	128	9705
9815	136	9955
9431	112	9557
9873	165	10066
9485	350	9846
9049	406	9528
9711	230	10016
7202	2021	9326
8206	946	9176
8364	1272	9775
10021	142	10177
9519	148	9705
8923	664	9597
9124	125	9271
8295	509	9136
8343	106	8476
8596	214	8825
6605	2336	8951
9010	98	9122
8609	191	8811
8485	112	8605
7980	290	8281
8082	197	8295
7368	317	7697
5118	2047	7599
7596	397	8001
7551	273	7851
7547	170	7729
7169	101	7274
6670	101	6870
6864	111	7078
5595	1029	6726
6038	558	6619
6412	531	6958
6399	41	6467
6161	106	6376
5828	378	6248
5913	133	6050
5220	404	5947
5518	45	5573
5382	84	5471
5324	58	5388
5221	156	5422
3486	1698	5188
5250	43	5303
6000	93	6103
6513	129	6648
5923	51	5979
4639	62	4701
4670	140	4812
5054	77	5145
5238	63	5302
1916	3390	5308
4960	332	5295
5020	185	5355
5190	215	5409
4144	1156	5331
4737	575	5312
5246	63	5313
5072	59	5137
3865	124	3990
3866	280	4149
3796	685	4483
4353	112	4465
2986	1328	4426
4293	231	4524
4105	438	4546
2890	1711	4604
4354	48	4405
7724	88	7828
7644	56	7709
7037	422	7465
7041	246	7290
7051	243	7301
7038	240	7278
7085	265	7356
2554	4543	7103
6709	361	7076
6939	237	7178
6513	154	6670
6314	311	6629
6556	68	6627
6471	72	6546
6388	62	6452
5952	101	6054
5924	122	6046
5819	124	5945
5336	399	5738
3130	89	3221
3596	77	3674
3668	65	3734
4475	72	4556
4433	98	4536
5410	589	6013
6034	298	6337
6250	106	6356
5795	721	6521
5958	562	6521
6087	244	6503
4933	857	6576
6379	241	6624
6162	496	6672
5953	758	6721
6166	523	6723
4735	2009	6746
6142	749	6895
6793	64	6879
6916	65	7039
7064	153	7221
6386	791	7277
6814	467	7290
7234	152	7406
6938	384	7326
6540	811	7353
7363	123	7497
7346	80	7433
6984	379	7449
5766	351	7389
7174	60	7247
6305	843	7150
5955	1143	7111
6984	132	7129
6433	777	7226
7038	95	7135
6389	766	7167
6728	390	7132
6925	186	7126
6816	183	7061
6637	183	6838
6475	242	6796
6490	289	6792
5992	341	6364
4982	411	5396
3997	123	4122
2596	2041	4639
4792	65	4859
5584	154	5746
5713	243	6108
7069	84	7155
7262	320	7590
7847	186	8036
7749	389	8143
7841	389	8234
9200	407	9615
8156	59	9990
8346	473	10610
10964	345	11321
11123	460	11589
10971	465	11441
11361	422	11790
11351	268	11627
11257	405	11663
10384	246	10634
10234	361	10603
10385	183	10590
9547	367	9915
6533	3199	9743
9177	345	9529
8747	420	9170
8779	236	9024
8701	238	8943
5644	2567	8214
7902	229	8135
7805	224	8038
7522	254	7778
7522	265	7791
7274	331	7608
6612	266	6880
6545	262	6813
6212	205	6422
6001	219	6313
6052	226	6285
6193	47	6241
5659	44	5703
5291	213	5505
5602	74	5683
6235	66	6359
5941	534	6478
6513	118	6634
6407	239	6649
7230	108	7341
7161	184	7348
8337	346	8685
8541	194	8756
8674	157	8832
7647	1197	8845
8492	405	8903
8638	117	8757
8688	120	8812
8718	101	8820
7980	113	8094
7863	210	8077
7407	204	7615
7222	103	7333
6983	365	7352
7119	100	7226
6932	266	7267
7079	60	7145
6614	88	6709
5948	533	6482
5701	295	6007
6015	106	6150
6419	58	6481
7120	60	7188
7165	69	7235
6643	554	7202
7188	168	7362
5877	1435	7349
5830	1421	7283
3844	2715	7272
6733	420	7162
6079	278	6363
5228	61	5293
5015	48	5067
5295	91	5387
6181	459	6646
6755	306	7063
2298	4840	7142
2394	4848	7248
7264	213	7477
7307	170	7484
7242	151	7398
6425	934	7360
3605	1650	5257
1430	3689	5192
4727	80	4817
4042	850	4899
5183	72	5259
5166	101	5275
5821	77	5904
5880	176	6062
5936	68	6006
5585	335	5928
5753	66	5819
784	4434	5219
4601	586	5188
3363	1760	5126
3420	1257	4678
4225	379	4605
6538	299	6840
6607	118	6771
6706	63	6834
6700	110	6891
7060	144	7313
7366	222	7676
7386	211	7705
7575	60	7664
7520	101	7684
7395	173	7757
7536	248	7847
7770	137	7928
7837	112	7973
7881	74	8025
7910	126	8144
8608	69	8740
8363	195	8665
8411	155	8725
8491	212	8745
9012	358	9401
8999	377	9402
9350	155	9535
9239	179	9448
9036	345	9417
9423	93	9558
9211	230	9534
9313	299	9657
8872	792	9698
10192	275	10722
10498	238	10848
10608	89	10825
10408	86	10561
9823	439	10352
9880	358	10417
9792	523	10539
10122	121	10493
9944	259	10446
10428	69	10577
9884	329	10289
9572	211	10005
9601	180	9878
9597	145	9791
9514	70	9662
9717	167	10009
9741	150	9993
9908	81	10128
9245	104	9452
9636	482	10159
10032	176	10293
10089	86	10241
10011	209	10312
10194	131	10439
9918	301	10375
9526	406	10158
9903	305	10371
10216	158	10470
9876	237	10381
10178	221	10473
10295	148	10516
10286	134	10485
10303	84	10488
10363	124	10540
10131	171	10373
10294	146	10480
9984	269	10299
9538	146	9705
9185	220	9446
8882	309	9225
8765	158	9000
8383	496	9006
8231	597	8877
8641	150	8811
8336	103	8559
7589	303	8234
8098	80	8271
7701	134	7988
6072	254	6385
6225	71	6340
5657	316	6163
5669	402	6270
5903	66	6203
5559	62	5858
5575	84	5889
5753	60	5881
5412	43	5480
5291	54	5403
5110	80	5238
5079	65	5188
4298	40	4341
4716	58	4774
4664	62	4729
4782	174	4970
5129	50	5181
5233	140	5373
5224	218	5445
5302	195	5506
5262	292	5554
5644	201	5848
5796	140	5937
322	4964	5630
5153	213	5369
4973	53	5032
4719	187	5070
4700	116	4819
4724	72	4798
4383	51	4437
4132	104	4238
4110	104	4215
4759	221	4980
708	4581	5299
7006	83	7090
2077	2827	4905
5958	197	6159
6047	58	6110
2905	1824	4737
4932	59	4992
5112	67	5181
3419	1912	5333
1204	4168	5374
4771	459	5401
3791	1653	5445
5128	230	5360
3938	1394	5332
5279	78	5358
5080	201	5282
3010	2225	5239
3804	1454	5265
6694	127	6821
6277	292	6569
5326	86	5419
4328	323	4651
5030	136	5168
5218	91	5309
4985	344	5329
4958	347	5307
955	4328	5288
4675	341	5017
4675	347	5028
6304	389	6698
6420	305	6726
8059	192	8262
7904	306	8212
7420	808	8235
8147	88	8242
7981	259	8241
6798	1482	8283
8034	309	8344
7031	1294	8325
7992	223	8222
8179	80	8263
7977	185	8164
8146	99	8248
6579	487	7073
5837	936	6787
6602	158	6766
5508	1069	6580
6322	243	6579
5565	760	6326
644	5637	6283
6065	138	6205
7620	246	7872
8741	115	8864
12407	2063	14627
6358	49	6408
6911	206	7120
6757	282	7248
7124	176	7307
7799	225	8025
7976	161	8141
8157	111	8270
3464	3952	8215
8027	200	8235
8100	200	8301
8124	84	8215
7250	208	7460
2886	4601	7492
7201	284	7490
5123	2146	7275
5848	1206	7058
4441	2055	6498
6042	139	6183
5309	329	5638
6330	481	6820
6416	162	6581
6419	185	6608
3933	2050	5989
5350	81	5439
5800	24	5831
5883	57	5944
5772	225	6013
5758	64	5839
2696	2713	5409
2563	3537	6103
6671	465	7138
7139	144	7285
6501	850	7353
4025	3498	7530
7917	83	8002
3854	4259	8124
7895	364	8260
8010	375	8386
7762	519	8285
8075	169	8249
7122	322	7460
6814	747	7566
4342	2895	7239
5600	1093	6955
6461	442	6906
11301	100	11415
13481	118	13607
17085	358	17452
15922	192	16115
5308	383	5696
6326	68	6397
5452	152	5613
5650	586	6617
6783	234	7018
7081	121	7205
6951	630	7583
7406	258	7672
6979	604	7589
6911	627	7539
7430	101	7539
7283	191	7478
7722	586	8313
8550	400	8960
8776	220	9001
8620	179	8803
7691	351	8049
6702	573	7279
4902	249	5151
5120	63	5220
5649	222	5885
7002	130	7133
6852	561	7420
7324	308	7645
7310	311	7621
2711	4549	7264
5351	86	5439
6143	163	6309
6208	56	6267
3730	2625	6358
3966	2617	6590
6586	112	6708
6818	125	6949
4086	2957	7050
6909	108	7090
7076	118	7197
3844	2764	6633
6337	287	6653
6474	141	6622
6556	38	6598
6130	16	6149
4231	62	4302
3994	426	4424
333	5321	5655
3208	2560	5770
5808	119	5927
6273	67	6341
6095	516	6618
6502	250	6754
6154	333	6494
6126	144	6270
6045	164	6214
3358	136	3551
3722	59	3781
4301	239	4596
4018	499	4634
4539	67	4661
3884	515	4651
3591	1676	5362
4926	558	5486
4546	174	4816
4744	80	4826
3336	1315	4653
3942	664	4609
4176	84	4302
3841	47	3895
3248	42	3752
6446	104	6551
6151	358	6651
6634	155	6794
6326	434	6761
6786	109	6899
5535	1872	7409
7004	160	7166
1654	4865	7058
4243	2682	6927
6615	155	6774
6555	256	6816
5935	389	6330
1300	5017	6320
4497	1701	6207
3867	68	3937
5330	91	5427
7680	224	7906
6075	1151	7235
7025	77	7102
9467	157	9632
13884	309	14196
13525	1113	14654
13276	339	13620
11072	423	11508
10624	717	11348
10912	161	11100
10107	146	10261
6521	2340	8867
5292	805	6100
6063	155	6224
6422	230	6656
5882	886	6771
5891	1000	6969
6620	1025	7653
7549	163	7714
7488	262	7754
7605	175	7803
6095	1420	7747
6368	950	7327
6236	980	7216
6715	124	6844
9027	125	9153
8123	991	9119
8779	110	8898
9650	128	9780
10132	141	10275
3296	3197	6497
5741	400	6150
5939	83	6025
5952	108	6066
5382	386	5798
6789	118	6913
6737	54	6792
5529	291	5821
4824	1265	6090
5297	1367	6665
6791	65	6926
5607	1592	7205
7235	76	7312
6784	138	6928
4267	3692	7962
8005	203	8215
8705	88	8798
8927	89	9017
5542	3291	8840
8675	201	8879
6954	647	7604
6613	168	6784
10324	139	10467
9649	872	10532
14159	310	14472
16842	391	17239
14485	2822	17316
16868	133	17013
720	16552	17279
17321	253	17598
14753	1100	15874
14732	498	15242
13034	307	13347
8521	1397	9929
6553	843	7402
4953	411	5364
5331	104	5436
3217	2372	5593
5219	418	5639
5942	129	6176
3521	2553	6188
3724	2439	6273
6402	127	6533
6849	41	6895
6336	573	6909
6788	135	6930
6779	134	6915
6810	141	6969
3630	234	3872
3815	55	3872
3952	54	4010
3467	322	3794
3837	3098	6936
4713	161	4875
4957	45	5003
4180	1099	5280
5301	150	5451
4760	452	5535
3875	1530	5574
6419	214	6635
5922	3590	9515
8953	627	9584
6321	3818	10224
6983	3857	10849
10214	217	10462
9739	325	10068
7603	1813	9422
8179	287	8471
8322	121	8462
434	7733	8170
6486	51	6539
6769	105	6885
6803	115	6922
6643	113	6759
6562	168	6731
2847	48	2908
4840	166	5189
5152	69	5228
5209	59	5270
5161	114	5277
5175	310	5741
5766	58	5826
4930	1401	6336
6390	67	6464
5824	848	6679
6453	248	6706
6561	262	6824
6860	68	6933
6027	651	6935
6851	67	6923
6828	68	6898
6914	70	6999
6845	72	6922
6523	62	6599
6301	62	6367
6392	50	6447
6368	65	6436
6013	65	6082
5242	752	6000
5047	720	5769
7393	540	7938
7990	205	8203
6857	287	7457
6752	157	6918
6667	147	6816
4249	537	4788
4874	50	4924
3408	1611	5022
2131	3872	6840
6364	425	7104
8365	90	8462
5723	4354	10085
10307	241	10549
11256	229	11487
11196	297	11506
9196	205	11560
9072	273	11509
118	7443	11164
8637	1355	10668
9994	321	10632
8546	859	10467
8237	1449	10718
5050	4008	10112
7156	1684	9883
8577	988	10121
4299	4452	8851
7478	1401	8913
9199	154	9367
8817	303	9143
1341	7217	8603
8289	68	8387
7917	654	8587
7935	141	8086
7913	518	8445
7497	158	7745
7113	164	7282
7014	161	7176
51	5744	5804
6339	94	6435
6162	246	6509
6792	796	7594
8499	751	9251
1007	8284	9301
5174	4455	9632
9480	125	9606
8399	976	9705
9466	332	9801
9529	346	9881
6243	3434	9678
6116	3666	9788
5707	3653	9366
8822	243	9070
8079	86	8166
6923	164	7096
6799	180	6985
7098	149	7249
7033	198	7233
5791	1224	7018
6921	184	7121
5006	1512	6521
6276	77	6357
6191	282	6479
6493	149	6651
6850	165	7026
6605	308	6918
6722	223	6946
6782	228	7016
6933	182	7118
7506	322	7830
7556	181	7740
7704	110	7917
8079	672	8756
8169	97	8271
7876	574	8454
8266	474	8745
5079	3725	8814
8376	188	8573
8062	399	8643
8117	153	8273
